order_item_id,order_id,product_id,quantity,unit_price
209,65,391,1,16.14
210,66,1304,2,28.45
211,67,961,2,638.41
212,67,561,1,25.32
213,68,41,3,1458.99
214,68,519,1,944.47
215,68,442,3,36.38
216,68,241,1,227.49
217,68,278,3,19.26
218,69,975,1,8.13
219,69,860,1,28.24
220,69,421,3,34.68
221,69,679,2,39.01
222,70,1094,2,48.58
223,70,1412,1,44.5
224,70,629,1,1171.71
225,70,344,3,75.33
226,70,320,2,26.23
227,71,1103,2,91.42
228,71,1368,3,1248.56
229,71,97,1,137.93
230,72,565,3,156.54
231,72,1361,1,37.96
232,72,396,2,47.83
233,72,1263,1,78.35
234,73,263,2,47.49
235,73,1230,2,44.75
236,73,453,1,170.95
237,74,1235,1,24.7
238,74,533,2,169.94
239,74,715,3,31.29
240,74,413,2,12.16
241,75,210,2,1058.27
242,76,705,2,127.34
243,76,245,1,79.99
244,76,410,2,363.67
245,77,344,1,75.33
246,77,864,2,938.31
247,77,140,2,152.1
248,77,45,2,18.57
249,77,12,2,5.27
250,78,693,2,198.08
251,78,340,3,44.11
252,78,905,2,22.72
253,78,1030,1,132.78
254,78,1168,3,14.85
255,79,1020,3,992.5
256,80,711,1,60.88
257,80,1278,1,29.22
258,80,473,3,29.82
259,80,160,2,166.19
260,81,1004,3,455.64
261,81,78,3,42.17
262,81,642,2,172.16
263,82,947,2,99.94
264,82,39,1,4.93
265,82,586,2,9.79
266,82,837,1,5.8
267,83,278,3,19.26
268,83,608,3,297.46
269,84,1429,1,42.23
270,85,1336,2,444.54
271,85,1042,3,7.46
272,85,1185,2,267.73
273,86,561,1,25.32
274,87,668,1,146.94
275,87,1249,3,171.17
276,87,458,1,110.56
277,88,438,1,165.19
278,88,333,1,177.66
279,88,522,1,767.73
280,88,779,1,49.15
281,89,1049,3,739.29
282,89,553,2,17.77
283,89,1246,2,800.71
284,89,279,2,140.23
285,90,1343,3,9.62
286,90,158,2,18.66
287,90,328,3,10.99
288,91,258,3,240.55
289,91,249,3,57.76
290,92,1454,3,282.83
291,92,964,3,32.61
292,92,48,1,124.95
293,92,472,1,1471.28
294,92,533,3,169.94
295,93,766,2,29.21
296,93,1469,1,227.73
297,93,257,1,71.78
298,93,171,2,31.38
299,94,503,2,1117.47
300,94,1130,3,25.28
301,95,974,2,19.12
302,95,47,2,165.3
303,95,654,3,166.55
304,95,40,3,267.94
305,95,754,3,146.89
306,96,1444,2,76.17
307,96,1312,2,236.27
308,97,552,1,278.26
309,97,685,1,217.74
310,97,722,2,30.62
311,97,372,1,47.72
312,97,662,2,40.86
313,98,1345,1,8.69
314,98,727,2,134.16
315,98,345,1,84.98
316,98,1329,3,1266.75
317,98,522,3,767.73
318,99,28,1,73.31
319,99,153,3,43.43
320,99,19,3,25.34
321,99,750,1,134.71
322,100,12,1,5.27
323,100,135,3,74.87
324,100,778,1,272.01
325,101,759,2,43.62
326,101,1216,3,3.12
327,102,845,1,34.08
328,102,814,2,17.72
329,102,633,1,177.96
330,102,544,3,10.58
331,103,854,1,1304.5
332,103,811,2,11.31
333,104,533,2,169.94
334,104,915,3,2.77
335,104,746,3,15.48
336,105,1107,1,29.06
337,105,1351,2,635.6
338,105,887,3,18.24
339,105,1182,3,67.88
340,106,747,3,17.7
341,106,1117,1,135.02
342,106,1473,1,42.61
343,106,286,1,92.84
344,106,955,3,927.03
345,107,1011,3,134.19
346,107,72,1,1447.23
347,107,792,2,155.07
348,108,425,3,48.16
349,108,903,3,29.66
350,108,694,1,292.12
351,108,1232,3,63.18
352,109,1246,2,800.71
353,110,355,1,67.95
354,111,1224,2,14.42
355,111,1216,1,3.12
356,111,805,1,21.67
357,112,192,1,9.62
358,112,1169,3,90.05
359,112,1367,3,191.41
360,112,401,1,26.32
361,112,363,2,10.44
362,113,1069,1,214.13
363,113,141,1,2.96
364,113,1041,3,11.32
365,113,367,3,11.66
366,113,1490,3,77.36
367,114,1057,1,16.3
368,115,1134,1,20.54
369,115,1239,1,122.69
370,115,1174,1,67.95
371,115,799,3,13.11
372,116,1453,2,70.6
373,116,562,1,205.06
374,116,437,2,64.49
375,116,1406,1,2.78
376,116,303,3,95.02
377,117,850,3,15.33
378,117,43,2,16.36
379,118,173,2,141.82
380,118,1028,2,827.19
381,118,529,2,1124.49
382,119,1023,3,48.5
383,119,111,2,160.51
384,119,658,2,11.37
385,120,294,1,146.03
386,120,1408,3,929.19
387,120,1298,1,97.79
388,121,444,3,199.89
389,121,288,3,83.11
390,121,66,3,34.41
391,121,347,1,167.31
392,121,1473,2,42.61
393,122,756,3,174.13
394,122,1275,1,88.42
395,123,391,1,16.14
396,123,37,2,94.82
397,124,1351,1,635.6
398,124,1202,3,33.99
399,124,275,3,82.87
400,125,1097,3,1277.44
401,125,101,2,4.69
402,125,296,2,127.22
403,125,359,3,18.46
404,126,103,1,192.58
405,126,983,2,629.05
406,127,1367,2,191.41
407,127,905,3,22.72
408,127,941,2,35.06
409,127,1174,2,67.95
410,128,392,1,101.5
411,128,1462,1,96.84
412,128,912,1,370.87
413,128,1376,3,11.6
414,129,82,2,11.08
415,129,345,2,84.98
416,129,389,1,25.4
417,129,121,3,38.11
418,129,867,3,54.57
419,130,545,3,980.45
420,130,718,3,76.72
421,130,293,3,1209.82
422,131,802,3,205.61
423,131,465,1,87.58
424,131,1147,3,11.42
425,132,714,1,37.09
426,132,620,3,12.02
427,132,515,2,309.6
428,132,91,3,40.41
429,133,27,3,155.17
430,133,1493,3,445.88
431,133,1478,3,3.17
432,133,442,1,36.38
433,134,804,1,1280.79
434,134,938,2,71.66
435,134,45,3,18.57
436,134,525,2,736.73
437,135,111,1,160.51
438,135,825,1,12.99
439,135,1206,1,54.94
440,135,16,2,292.32
441,136,580,2,404.26
442,136,570,3,434.27
443,136,497,2,104.95
444,136,1164,1,398.67
445,136,1043,3,133.02
446,137,892,3,15.44
447,137,924,1,136.55
448,138,977,1,15.87
449,138,1487,3,81.08
450,138,453,2,170.95
451,139,364,3,47.16
452,139,1129,2,150.56
453,139,290,2,42.73
454,139,1152,1,158.97
455,139,833,3,141.63
456,140,1166,1,29.62
457,141,1035,1,18.42
458,142,1334,3,61.15
459,142,60,1,58.46
460,142,117,3,43.33
461,143,124,1,4.7
462,143,539,3,962.76
463,143,227,1,223.28
464,143,1334,2,61.15
465,144,1245,1,64.17
466,145,492,2,31.44
467,145,567,1,51.49
468,145,874,1,17.22
469,145,1163,3,50.51
470,146,1177,2,37.84
471,146,865,2,165.48
472,147,754,1,146.89
473,147,439,1,19.83
474,147,1386,2,6.84
475,147,588,1,12.94
476,147,1162,2,63.02
477,148,18,1,50.75
478,149,58,1,95.22
479,149,1404,2,1378.02
480,149,185,2,1108.28
481,149,316,1,175.97
482,150,1254,3,29.85
483,150,1281,3,14.8
484,150,1012,2,11.67
485,150,20,3,19.4
486,150,1089,1,3.98
487,151,646,2,10.81
488,151,1082,2,5.74
489,151,942,3,578.94
490,152,365,3,45.51
491,153,696,2,179.85
492,153,971,1,65.68
493,154,1355,2,53.59
494,154,211,1,15.75
495,154,1358,1,38.39
496,154,642,2,172.16
497,154,904,1,29.9
498,155,94,2,26.91
499,155,752,3,78.39
500,156,721,3,170.34
501,156,984,2,21.63
502,156,230,1,225.61
503,156,978,2,10.84
504,157,317,1,47.66
505,157,1218,1,139.12
506,157,361,3,44.24
507,158,1402,1,1352.51
508,158,981,1,160.99
509,158,270,1,40.16
510,158,1015,3,16.37
511,158,274,3,14.49
512,159,958,2,45.03
513,159,452,3,26.94
514,159,563,2,35.07
515,160,842,2,57.12
516,160,1198,2,687.72
517,160,1012,3,11.67
518,160,349,2,1253.05
519,160,265,2,10.2
520,161,718,3,76.72
521,161,1454,2,282.83
522,161,891,1,163.11
523,161,333,3,177.66
524,162,1106,3,243.09
525,163,566,2,1383.38
526,164,1021,2,116.47
527,164,1074,1,262.31
528,164,1311,1,21.5
529,165,1253,1,534.04
530,165,1365,2,7.05
531,165,227,2,223.28
532,165,1498,1,194.27
533,165,302,3,76.02
534,166,1360,2,10.04
535,166,476,1,87.24
536,166,665,1,177.82
537,166,552,2,278.26
538,166,584,2,1071.79
539,167,51,1,20.49
540,167,1440,2,15.7
541,167,1161,1,30.28
542,167,1060,3,63.33
543,167,640,2,21.86
544,168,1145,1,34.18
545,168,252,1,28.2
546,168,669,3,12.82
547,169,763,1,84.0
548,169,1025,2,81.11
549,170,367,1,11.66
550,170,151,3,282.14
551,170,617,2,158.66
552,170,407,3,241.74
553,170,1448,1,931.63
554,171,1304,3,28.45
555,171,1110,3,86.12
556,171,474,3,26.46
557,172,300,1,104.42
558,172,1382,2,25.78
559,173,113,2,33.33
560,174,22,2,46.28
561,174,250,1,1109.96
562,175,1270,3,28.21
563,175,644,2,810.48
564,176,1386,1,6.84
565,177,558,3,6.42
566,177,953,1,13.95
567,177,1006,2,100.61
568,178,173,3,141.82
569,178,1318,2,771.89
570,178,156,2,8.1
571,178,85,3,73.93
572,178,567,2,51.49
573,179,1324,3,12.68
574,180,695,3,634.68
575,180,85,2,73.93
576,180,1388,2,79.67
577,180,607,3,24.71
578,180,1489,1,8.24
579,181,560,2,158.13
580,181,602,1,264.28
581,182,1245,1,64.17
582,183,164,1,20.05
583,183,806,3,11.78
584,183,166,2,16.07
585,184,1,3,98.93
586,184,1015,3,16.37
587,185,728,2,50.47
588,185,233,1,278.35
589,186,958,3,45.03
590,186,186,3,1477.36
591,186,248,3,14.78
592,186,492,3,31.44
593,186,955,3,927.03
594,187,923,2,58.63
595,187,491,1,140.65
596,188,1063,2,69.15
597,188,18,3,50.75
598,189,369,3,31.5
599,189,1295,3,124.45
600,189,1059,1,10.85
601,190,1428,1,33.05
602,190,677,3,49.72
603,190,88,3,44.88
604,190,1143,3,174.61
605,190,961,1,638.41
606,191,1079,3,187.68
607,191,446,2,296.13
608,191,733,1,72.06
609,192,31,3,35.93
610,193,359,1,18.46
611,194,218,2,17.02
612,194,102,3,18.84
613,194,238,1,25.29
614,194,795,3,45.98
615,194,1178,2,29.6
616,195,991,1,43.95
617,195,1492,3,15.28
618,196,848,2,13.25
619,196,883,3,26.57
620,197,861,3,241.75
621,197,605,3,17.17
622,197,1069,1,214.13
623,197,1256,1,1241.09
624,197,1299,2,60.39
625,198,1143,3,174.61
626,198,937,1,49.5
627,198,934,2,18.46
628,199,233,3,278.35
629,199,1491,2,347.69
630,199,682,3,65.93
631,199,1196,1,99.16
632,199,1300,1,19.26
633,200,371,2,70.81
634,201,824,3,347.95
635,202,593,1,22.55
636,202,224,3,15.53
637,202,367,2,11.66
638,202,598,2,74.8
639,202,507,3,82.87
640,203,1383,1,162.63
641,203,1064,3,19.41
642,203,8,2,21.0
643,203,1158,1,21.75
644,204,157,2,19.43
645,205,264,2,31.04
646,205,1261,3,50.88
647,205,1468,1,138.49
648,206,659,1,1.19
649,207,824,1,347.95
650,208,595,2,10.82
651,208,1219,2,75.57
652,208,201,1,28.74
653,208,1330,2,1156.36
654,209,1021,3,116.47
655,209,67,2,135.87
656,210,669,2,12.82
657,211,871,2,1447.88
658,212,27,3,155.17
659,212,1130,1,25.28
660,212,387,3,1169.74
661,213,838,1,119.67
662,213,1333,2,46.04
663,214,769,3,61.02
664,214,1312,2,236.27
665,214,471,3,844.06
666,215,67,2,135.87
667,215,1080,1,1402.26
668,215,753,2,3.72
669,215,482,2,168.15
670,216,830,1,1468.03
671,216,1375,2,104.41
672,216,941,1,35.06
673,217,62,1,48.61
674,217,246,3,22.88
675,217,1099,1,1351.83
676,217,385,2,1486.37
677,217,747,3,17.7
678,218,1098,3,18.12
679,218,8,3,21.0
680,218,474,1,26.46
681,218,1311,2,21.5
682,218,605,1,17.17
683,219,605,2,17.17
684,219,830,3,1468.03
685,219,1371,3,1072.02
686,219,881,3,60.91
687,219,184,2,232.18
688,220,912,2,370.87
689,220,190,1,891.69
690,220,524,1,392.35
691,220,1321,2,3.59
692,220,1243,2,32.53
693,221,1279,2,84.0
694,222,939,1,77.15
695,222,744,1,5.73
696,222,1014,2,87.18
697,223,23,2,335.18
698,223,728,1,50.47
699,223,1107,1,29.06
700,223,1271,2,129.13
701,223,968,1,161.84
702,224,310,1,100.22
703,224,340,3,44.11
704,224,1169,3,90.05
705,224,1039,2,43.18
706,224,1071,1,1.43
707,225,1074,1,262.31
708,225,436,2,130.65
709,225,354,3,178.3
710,225,1384,2,43.35
711,225,1269,1,4.35
712,226,725,1,93.28
713,226,1186,3,244.32
714,226,1043,2,133.02
715,226,1316,3,101.03
716,226,984,1,21.63
717,227,546,1,31.57
718,227,1191,1,11.2
719,227,579,2,104.8
720,227,1098,3,18.12
721,227,358,3,36.82
722,228,72,3,1447.23
723,228,831,1,123.72
724,228,801,2,26.55
725,228,323,3,291.06
726,228,1324,1,12.68
727,229,1219,2,75.57
728,229,333,1,177.66
729,229,724,2,66.33
730,229,1406,1,2.78
731,230,1156,1,251.64
732,230,1160,1,379.45
733,230,143,2,173.59
734,230,1034,3,17.17
735,231,585,2,192.26
736,231,683,2,1210.01
737,231,471,3,844.06
738,231,488,3,26.98
739,231,909,3,1185.1
740,232,1500,1,293.89
741,233,1220,1,20.48
742,233,198,1,884.58
743,234,287,2,8.74
744,234,107,2,22.86
745,234,840,2,1188.41
746,234,1066,2,179.89
747,235,1394,2,14.71
748,235,729,3,49.64
749,235,1133,1,12.24
750,235,430,3,88.29
751,235,771,1,80.29
752,236,372,3,47.72
753,236,401,3,26.32
754,236,1109,1,99.87
755,236,315,3,979.61
756,236,1097,2,1277.44
757,237,754,1,146.89
758,237,262,1,2.52
759,237,833,2,141.63
760,237,1157,2,779.66
761,237,1288,3,83.31
762,238,826,3,394.31
763,238,597,3,191.33
764,238,993,1,184.13
765,239,940,2,1190.13
766,239,610,1,238.46
767,240,312,1,45.27
768,240,1050,1,281.69
769,240,699,3,46.84
770,240,296,3,127.22
771,241,812,2,47.44
772,241,1068,1,25.59
773,242,1196,1,99.16
774,242,1313,3,71.31
775,242,1289,1,2.99
776,243,1119,2,27.39
777,243,1021,1,116.47
778,244,1345,3,8.69
779,244,876,2,15.07
780,244,734,2,5.33
781,244,243,1,572.28
782,244,806,1,11.78
783,245,238,1,25.29
784,245,1332,1,1066.12
785,245,363,2,10.44
786,246,1472,3,137.23
787,246,1080,1,1402.26
788,246,333,2,177.66
789,246,663,1,15.88
790,246,338,3,21.64
791,247,891,3,163.11
792,247,97,3,137.93
793,247,1500,2,293.89
794,248,626,2,15.22
795,248,612,3,95.77
796,249,403,1,24.17
797,250,1428,2,33.05
798,250,749,1,257.37
799,251,198,1,884.58
800,251,471,1,844.06
801,251,1296,1,78.83
802,252,507,2,82.87
803,252,8,3,21.0
804,252,815,1,128.41
805,252,1050,3,281.69
806,252,289,3,23.58
807,253,930,3,50.47
808,253,363,1,10.44
809,253,168,1,37.43
810,253,416,1,136.66
811,254,41,1,1458.99
812,254,151,3,282.14
813,254,1414,2,100.42
814,255,880,1,18.65
815,255,858,3,2.64
816,255,249,2,57.76
817,256,11,1,17.99
818,256,1452,2,5.15
819,256,100,2,29.17
820,257,749,1,257.37
821,257,1253,1,534.04
822,258,933,2,179.02
823,259,1444,2,76.17
824,259,436,3,130.65
825,259,1484,1,16.4
826,259,308,2,10.92
827,259,709,3,1.13
828,260,1275,2,88.42
829,260,825,1,12.99
830,261,822,1,214.68
831,261,1470,3,1170.99
832,261,718,2,76.72
833,261,1333,2,46.04
834,261,416,1,136.66
835,262,787,1,173.28
836,262,57,2,182.24
837,262,1343,3,9.62
838,262,778,2,272.01
839,262,368,3,34.62
840,263,470,2,60.73
841,263,143,1,173.59
842,263,1391,1,105.87
843,263,1216,1,3.12
844,263,1447,2,114.97
845,264,294,2,146.03
846,264,991,2,43.95
847,264,1341,2,92.84
848,265,587,2,43.89
849,265,331,3,18.33
850,265,479,2,4.32
851,266,761,2,15.94
852,266,649,2,1238.19
853,266,24,1,191.95
854,266,952,1,4.2
855,267,661,2,33.1
856,268,1405,3,233.82
857,268,1189,2,111.65
858,268,464,1,8.48
859,268,277,1,56.13
860,269,313,1,1252.48
861,269,197,1,218.4
862,270,1174,1,67.95
863,270,928,1,15.64
864,270,1016,3,85.75
865,271,412,2,56.16
866,271,1125,1,4.28
867,271,806,1,11.78
868,272,235,3,275.53
869,272,116,2,26.41
870,272,731,1,35.21
871,273,828,1,15.37
872,273,228,2,82.16
873,274,1030,3,132.78
874,274,1069,2,214.13
875,274,246,3,22.88
876,274,248,2,14.78
877,275,835,3,96.53
878,275,642,1,172.16
879,275,803,1,4.81
880,275,433,2,1295.66
881,276,760,2,16.74
882,276,669,1,12.82
883,277,549,1,1.19
884,277,1158,2,21.75
885,277,559,1,197.24
886,278,1480,3,96.95
887,279,1113,1,719.99
888,280,1395,1,577.02
889,280,143,3,173.59
890,281,482,3,168.15
891,281,628,1,32.41
892,281,779,1,49.15
893,281,889,2,63.83
894,282,966,2,4.89
895,282,1353,3,124.93
896,282,327,1,256.83
897,283,828,2,15.37
898,284,965,3,17.3
899,284,965,2,17.3
900,284,936,1,8.54
901,284,119,2,28.39
902,285,216,2,183.16
903,285,1384,2,43.35
904,285,343,2,174.91
905,285,1481,1,47.17
906,286,684,3,2.71
907,287,705,2,127.34
908,288,426,1,40.16
909,288,1285,3,29.48
910,288,393,2,15.92
911,289,831,3,123.72
912,289,500,2,37.52
913,289,1443,1,120.23
914,289,908,1,77.93
915,289,220,3,83.21
916,290,890,3,16.46
917,290,922,1,24.35
918,290,809,2,17.79
919,290,253,3,31.02
920,290,534,1,553.23
921,291,172,1,7.02
922,291,147,1,88.45
923,291,969,1,105.7
924,291,612,2,95.77
925,292,1030,2,132.78
926,292,1199,2,280.36
927,292,152,2,31.24
928,292,825,3,12.99
929,292,130,1,76.34
930,293,207,3,389.21
931,293,171,3,31.38
932,293,908,2,77.93
933,294,1177,2,37.84
934,295,186,2,1477.36
935,295,905,3,22.72
936,295,611,1,183.29
937,295,1320,2,17.52
938,295,931,3,102.51
939,296,1469,1,227.73
940,296,885,3,184.67
941,296,314,1,23.94
942,297,981,2,160.99
943,298,140,3,152.1
944,299,314,3,23.94
945,299,813,2,7.01
946,299,1019,1,1300.97
947,299,554,3,288.27
948,299,1228,3,11.1
949,300,536,1,188.26
950,300,272,3,1138.14
951,300,712,1,7.27
952,300,1369,2,104.06
953,300,450,1,19.08
954,301,502,1,25.89
955,301,24,3,191.95
956,301,1036,3,45.67
957,301,1321,1,3.59
958,302,1268,3,69.14
959,303,1337,2,49.85
960,303,724,1,66.33
961,304,63,3,30.36
962,305,420,2,4.38
963,306,300,2,104.42
964,306,1335,3,730.51
965,307,86,1,135.38
966,307,1399,3,12.64
967,307,1322,1,167.51
968,307,546,2,31.57
969,308,73,3,18.31
970,308,71,1,1292.8
971,309,758,2,141.8
972,309,892,1,15.44
973,309,81,2,14.62
974,309,63,3,30.36
975,310,1172,3,38.76
976,310,280,1,3.94
977,311,379,2,97.48
978,311,667,3,281.29
979,311,123,2,46.88
980,312,136,3,239.89
981,312,612,1,95.77
982,312,973,2,94.52
983,312,1056,1,221.42
984,313,12,2,5.27
985,314,698,3,28.46
986,315,1293,2,29.35
987,315,705,3,127.34
988,316,393,2,15.92
989,316,878,1,4.08
990,317,1100,1,142.55
991,317,866,2,57.08
992,317,397,3,630.49
993,317,1380,1,44.37
994,317,1309,1,67.68
995,318,354,2,178.3
996,319,459,3,51.45
997,319,1237,1,354.36
998,320,1117,2,135.02
999,320,828,1,15.37
1000,321,302,3,76.02
1001,322,790,3,207.24
1002,322,1156,3,251.64
1003,322,650,3,233.78
1004,322,759,3,43.62
1005,323,690,2,105.39
1006,323,153,2,43.43
1007,323,1433,2,6.6
1008,323,436,1,130.65
1009,324,1450,2,15.5
1010,324,1349,1,1.54
1011,324,1110,1,86.12
1012,324,811,1,11.31
1013,324,611,3,183.29
1014,325,1060,3,63.33
1015,325,1225,3,143.93
1016,326,254,1,32.3
1017,326,786,1,25.71
1018,326,63,1,30.36
1019,326,850,2,15.33
1020,326,819,1,509.29
1021,327,833,2,141.63
1022,327,529,3,1124.49
1023,327,542,3,1206.71
1024,328,116,1,26.41
1025,328,1173,3,12.88
1026,328,1289,2,2.99
1027,328,1265,1,12.92
1028,329,814,1,17.72
1029,329,1182,2,67.88
1030,329,522,3,767.73
1031,329,518,2,248.64
1032,330,1468,3,138.49
1033,331,943,3,397.3
1034,331,506,3,36.95
1035,332,1103,1,91.42
1036,332,52,2,6.11
1037,332,426,2,40.16
1038,333,702,2,125.96
1039,334,238,2,25.29
1040,335,178,2,11.83
1041,335,913,1,86.65
1042,335,285,2,55.44
1043,335,392,3,101.5
1044,335,988,2,14.24
1045,336,236,2,312.25
1046,337,924,2,136.55
1047,337,491,1,140.65
1048,337,516,1,21.4
1049,337,604,2,54.42
1050,338,1295,2,124.45
1051,338,1210,1,291.39
1052,338,551,2,14.83
1053,338,849,1,22.44
1054,338,1321,2,3.59
1055,339,1455,3,47.8
1056,339,57,2,182.24
1057,339,218,1,17.02
1058,339,417,2,25.29
1059,339,1466,3,14.51
1060,340,551,2,14.83
1061,340,694,2,292.12
1062,340,1167,3,20.03
1063,341,1435,3,439.82
1064,341,272,2,1138.14
1065,341,544,3,10.58
1066,341,1138,1,1094.66
1067,341,1402,3,1352.51
1068,342,841,2,48.05
1069,342,1127,3,87.98
1070,342,1410,2,29.33
1071,342,648,3,6.62
1072,343,712,2,7.27
1073,344,801,2,26.55
1074,344,219,1,17.62
1075,344,256,1,6.62
1076,344,1085,1,8.57
1077,344,193,3,1.7
1078,345,808,1,150.6
1079,345,407,3,241.74
1080,346,1302,1,16.79
1081,346,1185,1,267.73
1082,346,538,2,113.12
1083,347,293,3,1209.82
1084,347,352,1,286.52
1085,348,923,1,58.63
1086,348,1238,2,26.6
1087,349,357,3,437.88
1088,349,839,2,17.92
1089,350,148,1,4.53
1090,350,1033,2,38.97
1091,350,42,2,130.55
1092,350,765,2,9.01
1093,351,967,3,58.73
1094,351,817,2,57.97
1095,352,592,2,9.68
1096,353,656,2,48.31
1097,354,886,2,2.73
1098,354,294,2,146.03
1099,355,510,2,11.51
1100,355,399,1,43.45
1101,355,896,3,12.01
1102,356,719,1,893.38
1103,356,486,2,15.58
1104,357,218,3,17.02
1105,357,1244,1,73.81
1106,357,1261,2,50.88
1107,357,226,1,44.35
1108,358,1460,3,26.68
1109,358,155,2,90.88
1110,358,89,2,15.75
1111,358,378,3,678.43
1112,359,553,2,17.77
1113,360,943,2,397.3
1114,360,517,2,36.92
1115,360,1493,1,445.88
1116,360,65,3,5.01
1117,361,247,2,47.69
1118,361,516,2,21.4
